epoch,node_train_loss,net_train_loss,node_val_loss,net_val_loss
0,1.0078802227973938,1.0045855164527893,1.0019583702087402,1.0019830465316772
1,0.9988110899925232,0.9945528328418731,0.999243974685669,0.9979605078697205
2,0.997676432132721,0.9915544509887695,1.0023503303527832,0.9957824349403381
3,0.9959218204021454,0.9899524927139283,1.0010313987731934,0.9962229132652283
4,0.9956147134304046,0.9888078689575195,1.0001325607299805,0.9964761734008789
5,0.9956402003765106,0.9883963823318481,1.0025814771652222,1.0007846355438232
6,0.9941577017307281,0.9870319306850434,1.0005217790603638,0.9971525073051453
7,0.9928445100784302,0.9856719255447388,1.0086127519607544,1.002667784690857
8,0.9947622954845429,0.984441339969635,1.0144712924957275,0.9994089603424072
9,0.9934302508831024,0.9839693605899811,1.0044769048690796,1.004990816116333
10,0.993079936504364,0.9813661396503448,1.0116864442825317,1.0056709051132202
11,0.990672641992569,0.9800858974456788,1.0074139833450317,1.007952332496643
12,0.9908288896083832,0.974595445394516,1.013456106185913,1.0175570249557495
13,0.9882181227207184,0.9777816236019135,1.0103275775909424,1.0144370794296265
14,0.985881894826889,0.9764747738838195,1.0187969207763672,1.0148805379867554
15,0.9853331089019776,0.9705293834209442,1.0155996084213257,1.0095343589782715
16,0.9882932722568512,0.972474467754364,1.0147658586502075,0.9972463250160217
17,0.9893859446048736,0.9736006438732148,1.0159624814987183,1.0286240577697754
18,0.9847935497760772,0.9664231836795807,1.0216714143753052,1.0105873346328735
19,0.9810874581336975,0.9565196394920349,1.0378034114837646,1.0630522966384888
20,0.9806128859519958,0.9664866328239441,1.0294055938720703,1.0360711812973022
21,0.9780756711959839,0.9605151057243347,1.0485600233078003,1.01625657081604
22,0.9763865947723389,0.947039794921875,1.032562017440796,1.05549955368042
23,0.971307384967804,0.9499387979507447,1.0648249387741089,1.0192168951034546
24,0.9700384020805359,0.9442272186279297,1.040489912033081,1.084726095199585
25,0.9686193883419036,0.9368346214294434,1.0496807098388672,1.02304208278656
26,0.967610889673233,0.9484225273132324,1.0194811820983887,1.0606389045715332
27,0.9667610406875611,0.9478993892669678,1.0419375896453857,1.058698296546936
28,0.9606158554553985,0.934347003698349,1.0322942733764648,1.0459764003753662
29,0.9593926131725311,0.9305960774421692,1.0679047107696533,1.0354361534118652
30,0.9752981781959533,0.923515909910202,1.0218915939331055,1.0350691080093384
31,0.9612546384334564,0.9148279547691345,1.029762864112854,1.0512748956680298
32,0.953050410747528,0.9041892766952515,1.0583728551864624,0.9889092445373535
33,0.9519458949565888,0.8867927670478821,1.0740716457366943,0.9890903234481812
34,0.9532864153385162,0.8704308331012726,1.0488170385360718,0.9230372309684753
35,0.9516379415988923,0.8698986411094666,1.0773282051086426,0.9347091913223267
36,0.9453851580619812,0.8493887782096863,1.112997055053711,0.9891554117202759
37,0.9491852641105651,0.8595916569232941,1.0574320554733276,0.8975003957748413
38,0.9448058187961579,0.8554123520851136,1.0869526863098145,0.9704087376594543
39,0.945855975151062,0.8592716991901398,1.1145775318145752,0.947361171245575
40,0.9416307926177978,0.8369119465351105,1.088762879371643,0.9028135538101196
41,0.929366511106491,0.8318876028060913,1.11575186252594,0.887085497379303
42,0.9429361522197723,0.8356796443462372,1.0777591466903687,0.8588336706161499
43,0.9411609649658204,0.821910297870636,1.0759787559509277,0.977616012096405
44,0.9431006848812103,0.8342025935649872,1.0368326902389526,0.9152902364730835
45,0.9389472544193268,0.8206567585468292,1.0910519361495972,0.9096014499664307
46,0.9491367161273956,0.8198605000972747,1.043459415435791,0.9361115097999573
47,0.9338156461715699,0.8252916157245636,1.0720361471176147,0.914720892906189
48,0.9319054841995239,0.8112554609775543,1.0804475545883179,0.8928444385528564
49,0.9355264902114868,0.8055289328098297,1.0456327199935913,0.9549733996391296
50,0.9295216917991638,0.8123282134532929,1.06999933719635,0.899085521697998
51,0.9220310866832733,0.806884902715683,1.073771357536316,0.8871367573738098
52,0.9169720411300659,0.8094099879264831,1.101650595664978,0.9800786972045898
53,0.9171355783939361,0.8037294805049896,1.1177209615707397,0.9100245237350464
54,0.9232313752174377,0.8052958250045776,1.1188362836837769,0.9001355171203613
55,0.9173295795917511,0.8046012699604035,1.0994007587432861,0.9662433862686157
56,0.9162217855453492,0.811896675825119,1.1004480123519897,0.9144431948661804
57,0.9127867758274079,0.817868959903717,1.1143730878829956,0.8874342441558838
58,0.9359682738780976,0.7902926564216614,1.0859659910202026,0.9733642935752869
59,0.9289444148540497,0.7852803468704224,1.0778698921203613,0.9081091284751892
60,0.9169768214225769,0.7785263419151306,1.093116283416748,0.9570845365524292
61,0.9142344772815705,0.7913632988929749,1.0820581912994385,0.8998914957046509
62,0.9139720141887665,0.7803017318248748,1.1161606311798096,0.924767792224884
63,0.9191652953624725,0.7910986304283142,1.0538796186447144,0.931134045124054
64,0.9153308570384979,0.781502366065979,1.1051976680755615,0.9267367720603943
65,0.909287053346634,0.7870295286178589,1.0903947353363037,0.9108191728591919
66,0.9108183920383454,0.7784324824810028,1.1221392154693604,0.8835875988006592
67,0.9081705331802368,0.7727401971817016,1.128082036972046,0.9134640693664551
68,0.9003782153129578,0.7621721804141999,1.0972139835357666,0.8918857574462891
69,0.8977641820907593,0.7699687361717225,1.135625958442688,0.9458832144737244
70,0.9000786662101745,0.7643694996833801,1.1156787872314453,0.8977195024490356
71,0.8925840437412262,0.7601541399955749,1.179519534111023,0.9195119738578796
72,0.8911263406276703,0.7570985615253448,1.1257133483886719,0.9103811383247375
73,0.8978543281555176,0.7617487192153931,1.1317850351333618,0.9120869040489197
74,0.8948875427246094,0.7619169354438782,1.1401642560958862,0.9386365413665771
75,0.8941577196121215,0.7609378814697265,1.1282670497894287,0.9671079516410828
76,0.8859739780426026,0.7544366240501403,1.1362884044647217,0.8957331776618958
77,0.8834397554397583,0.7536797821521759,1.1728534698486328,0.9313138127326965
78,0.8852291524410247,0.7546703517436981,1.141578197479248,0.9380140900611877
79,0.8950794279575348,0.7555670261383056,1.091654896736145,0.9452277421951294
80,0.8961925864219665,0.7607019305229187,1.1129224300384521,0.8763554096221924
81,0.8916435182094574,0.7580390632152557,1.1403666734695435,0.9513857364654541
82,0.8851781964302063,0.7458367288112641,1.1620585918426514,0.8819854855537415
83,0.8774514615535736,0.7494696319103241,1.1313894987106323,0.9484648108482361
84,0.8832146763801575,0.7504753351211548,1.1243302822113037,0.8931296467781067
85,0.8740519344806671,0.7432990372180939,1.15473473072052,0.9177494645118713
86,0.8730900585651398,0.7526386022567749,1.1181610822677612,0.8902575373649597
87,0.8693718791007996,0.7345068454742432,1.135414958000183,0.9245144724845886
88,0.8833487749099731,0.7390356719493866,1.1668096780776978,0.9239053130149841
89,0.8831982016563416,0.7523778915405274,1.1053416728973389,0.9283116459846497
90,0.8802928924560547,0.7391404688358307,1.1748301982879639,0.91225266456604
91,0.8699722111225128,0.7344055652618409,1.1416887044906616,0.9067506790161133
92,0.8629812300205231,0.72639319896698,1.1526587009429932,0.919245719909668
93,0.8659573912620544,0.7303088068962097,1.1364679336547852,0.9547522664070129
94,0.8644836127758027,0.7316115856170654,1.1356757879257202,0.8936970233917236
95,0.8606167554855346,0.7310780167579651,1.1718593835830688,0.9726077318191528
96,0.85504070520401,0.7245208859443665,1.1396124362945557,0.8779709935188293
97,0.8606537580490112,0.7165925741195679,1.103689193725586,0.9482757449150085
98,0.8525001347064972,0.7296687304973603,1.1379473209381104,0.9245328903198242
99,0.8508662402629852,0.7152471542358398,1.150708556175232,0.8789556622505188
100,0.8640914142131806,0.7151200175285339,1.1563239097595215,0.9214320182800293
101,0.8493836581707,0.7342560827732086,1.1613677740097046,0.8784219026565552
102,0.8875273287296295,0.7344594478607178,1.0823659896850586,0.8754245638847351
103,0.87558513879776,0.7410848379135132,1.0981826782226562,0.9584541916847229
104,0.8586889982223511,0.7262054741382599,1.1133800745010376,0.9407647252082825
105,0.854621809720993,0.7168830931186676,1.1044641733169556,0.9485783576965332
106,0.8458628237247467,0.7054646909236908,1.0941985845565796,0.936553418636322
107,0.863827931880951,0.7265039443969726,1.118093729019165,0.977118194103241
108,0.859224671125412,0.7183615088462829,1.106799602508545,0.9015561938285828
109,0.8536845564842224,0.7081328630447388,1.094862461090088,0.9471793174743652
110,0.8496098220348358,0.7121336817741394,1.176328182220459,0.9537680745124817
111,0.8421939253807068,0.7159759700298309,1.0656206607818604,0.8924245834350586
112,0.8497400939464569,0.7264845371246338,1.2762413024902344,0.9098057150840759
113,0.8851977467536927,0.7315167188644409,1.1041133403778076,0.9886943101882935
114,0.8634323954582215,0.7115526556968689,1.1111595630645752,0.9303251504898071
115,0.8352627098560333,0.705989933013916,1.1149566173553467,0.9147766828536987
116,0.8234021008014679,0.6972228467464447,1.13179349899292,0.9956047534942627
117,0.8330640435218811,0.7060868680477143,1.0935680866241455,0.95040363073349
118,0.8601034820079804,0.7215520203113556,1.1696432828903198,0.9361492991447449
119,0.8465683341026307,0.7223928332328796,1.1429847478866577,0.9764756560325623
120,0.8348218917846679,0.7084774851799012,1.1157084703445435,0.9288240671157837
121,0.8249295592308045,0.6958360314369202,1.0897917747497559,0.9329739809036255
122,0.8177545547485352,0.6917388737201691,1.108020544052124,0.9072691202163696
123,0.8169098913669586,0.7028072893619537,1.0536528825759888,0.929935097694397
124,0.847113060951233,0.7308444917201996,1.15507173538208,0.9727506637573242
125,0.8253279507160187,0.7207628488540649,1.2067606449127197,0.9090825915336609
126,0.8418326199054718,0.7294578552246094,1.1079134941101074,0.9598042368888855
127,0.8387569606304168,0.7264456152915955,1.212082862854004,0.8803616762161255
128,0.8776616394519806,0.7448628842830658,1.0554296970367432,1.0083913803100586
129,0.8655881762504578,0.7278632879257202,1.079114556312561,0.9982547163963318
130,0.856332141160965,0.718387895822525,1.0935752391815186,0.9162347912788391
131,0.831005972623825,0.7180728197097779,1.2696279287338257,0.977530837059021
132,0.8647841095924378,0.7255881547927856,1.115639567375183,0.8879380822181702
133,0.840080863237381,0.7124010384082794,1.1882737874984741,0.9318691492080688
134,0.8272905230522156,0.7141639351844787,1.1696120500564575,0.947823703289032
135,0.8192442297935486,0.7015138566493988,1.1064196825027466,0.9167388081550598
136,0.8010992765426636,0.6946701169013977,1.1564195156097412,0.9319187998771667
137,0.8035737454891205,0.6789218962192536,1.1257288455963135,0.9529163241386414
138,0.8028473854064941,0.6821744799613952,1.1654627323150635,0.8878501057624817
139,0.7881664991378784,0.6758191406726837,1.1181640625,0.9387181997299194
140,0.8010626316070557,0.6728139877319336,1.196301817893982,0.931852400302887
141,0.7945188343524933,0.694897609949112,1.2331922054290771,0.9208235144615173
142,0.7940273404121398,0.6729386210441589,1.1855417490005493,0.9368378520011902
143,0.789123672246933,0.6687374949455261,1.1317259073257446,0.9598251581192017
144,0.7860979080200196,0.6694132566452027,1.1991394758224487,0.9588520526885986
145,0.7773075819015502,0.6705197095870972,1.1164649724960327,0.9579324126243591
146,0.7907076239585876,0.67319056391716,1.1885097026824951,0.9136344194412231
147,0.7970854043960571,0.6773764371871949,1.1751177310943604,0.9269053936004639
148,0.7955912351608276,0.685678243637085,1.1727441549301147,0.9330847859382629
149,0.7965463995933533,0.6671778082847595,1.1282166242599487,1.0038069486618042
150,0.7861301839351654,0.6673904478549957,1.1659703254699707,0.9510877728462219
151,0.7755974292755127,0.6634166479110718,1.1175199747085571,0.9977447986602783
152,0.772184407711029,0.668202954530716,1.0887773036956787,0.9722970724105835
153,0.7653534770011902,0.6606486797332763,1.1721652746200562,0.9226999878883362
154,0.7621019721031189,0.6568216919898987,1.138145923614502,0.9592785835266113
155,0.7616629421710968,0.6522889852523803,1.1244679689407349,0.938826858997345
156,0.7654575347900391,0.6560383856296539,1.186700701713562,0.9369684457778931
