epoch,node_train_loss,net_train_loss,node_val_loss,net_val_loss,node_test_loss,net_test_loss
0,1.0133246421813964,0.9998912274837494,1.0042977333068848,0.9793223738670349,1.0004653930664062,0.978351354598999
1,1.000106406211853,0.9847062170505524,1.0076736211776733,0.9612784385681152,0.9961599111557007,0.9618638753890991
2,0.9988570630550384,0.9748620927333832,1.0053627490997314,0.9431670904159546,0.9999763369560242,0.9431694149971008
3,0.9978937983512879,0.9621410310268402,1.0048918724060059,0.9135096669197083,1.0017352104187012,0.9118961095809937
4,0.9979702889919281,0.9447059452533721,1.0068973302841187,0.8887714147567749,0.9988308548927307,0.8851747512817383
5,0.9978166401386261,0.9328066527843475,1.0076805353164673,0.8823164701461792,1.0006828308105469,0.8834307193756104
6,0.9986184597015381,0.9178553879261017,1.0060075521469116,0.8229416012763977,0.9980241656303406,0.8050163388252258
7,0.9979457378387451,0.9166241765022278,1.0024970769882202,0.853319525718689,0.9974889159202576,0.8545957803726196
8,0.9977879047393798,0.9168680846691132,1.0062674283981323,0.8315742015838623,0.9932194352149963,0.8242363333702087
9,0.9966900169849395,0.9110140204429626,1.0075401067733765,0.8294111490249634,0.9964612126350403,0.8231993913650513
10,0.9975720584392548,0.9076106011867523,1.0051212310791016,0.8259482979774475,0.9923048615455627,0.8291531801223755
11,0.9965269148349762,0.9063948273658753,1.0046815872192383,0.8292104005813599,0.9913547039031982,0.8296846747398376
12,0.9968097090721131,0.9059702157974243,1.0089020729064941,0.8132436871528625,0.9948714971542358,0.8200353384017944
13,0.997602504491806,0.9048142671585083,1.00656259059906,0.8208672404289246,0.9929771423339844,0.8283699750900269
14,0.9974429845809937,0.90194531083107,1.0101522207260132,0.818056046962738,0.992777943611145,0.8186717629432678
15,0.996728652715683,0.900959312915802,1.0074058771133423,0.8275207281112671,0.9938105940818787,0.8341099619865417
16,0.9984515070915222,0.9026590883731842,1.000205397605896,0.8204635381698608,0.995319128036499,0.8240349292755127
17,0.9949248611927033,0.9021212160587311,1.0097293853759766,0.8149158954620361,0.9928444623947144,0.816710889339447
18,0.9977950751781464,0.8992802143096924,1.0062353610992432,0.8311706185340881,0.9934936165809631,0.8404762744903564
19,0.9971799671649932,0.9026628851890564,1.0043816566467285,0.811907172203064,0.9913866519927979,0.8223008513450623
20,0.9964654266834259,0.8991235256195068,1.008733868598938,0.8148623704910278,0.9923565983772278,0.8220949172973633
21,0.9956332981586457,0.8989684820175171,1.0056391954421997,0.8110387325286865,0.9889081120491028,0.8218665719032288
