epoch,node_train_loss,net_train_loss,node_val_loss,net_val_loss,node_test_loss,net_test_loss
0,19.277904510498047,30.824825286865234,13.73011589050293,18.532129287719727,14.718799591064453,21.691057205200195
1,17.68052101135254,28.886310577392578,11.567157745361328,16.076868057250977,12.908291816711426,19.288692474365234
2,16.056318283081055,26.440805435180664,8.971275329589844,12.48764419555664,10.941272735595703,15.79962158203125
3,14.333906173706055,23.471799850463867,6.699692726135254,7.787147521972656,9.56558895111084,11.25900650024414
4,13.294983863830566,19.913330078125,6.069338798522949,4.20692253112793,9.475348472595215,7.219300746917725
5,13.21345329284668,17.04354476928711,6.290987014770508,6.04304838180542,9.753913879394531,6.647890567779541
6,13.286473274230957,16.603315353393555,6.162024021148682,9.25503158569336,9.616690635681152,8.509248733520508
7,13.26603889465332,16.68270492553711,6.21592903137207,9.276093482971191,9.672181129455566,8.509279251098633
8,13.371783256530762,16.878868103027344,6.058473587036133,7.638521194458008,9.422638893127441,7.397065162658691
9,13.239584922790527,16.5765438079834,6.077606678009033,8.355318069458008,9.49621868133545,7.852884292602539
10,13.220597267150879,16.7022647857666,6.096193790435791,7.346122741699219,9.52568531036377,7.216470241546631
11,13.248210906982422,16.57806968688965,6.069882869720459,7.83202600479126,9.478959083557129,7.506647109985352
12,13.238170623779297,16.607688903808594,6.115028381347656,8.824094772338867,9.552809715270996,8.172643661499023
13,13.301908493041992,16.62091064453125,6.057739734649658,8.018790245056152,9.43485164642334,7.624328136444092
14,13.230510711669922,16.614459991455078,6.083996772766113,8.146387100219727,9.508035659790039,7.706923961639404
15,13.251718521118164,16.620389938354492,6.137745380401611,7.251643657684326,9.58425521850586,7.160834312438965
16,13.236470222473145,16.613401412963867,6.0866475105285645,7.977682590484619,9.512292861938477,7.59466028213501
17,13.216222763061523,16.586708068847656,6.066017150878906,7.631357669830322,9.472482681274414,7.377504825592041
18,13.222594261169434,16.60780143737793,6.077131748199463,8.298205375671387,9.495574951171875,7.803525924682617
19,13.227413177490234,16.603565216064453,6.079347610473633,7.774350643157959,9.498899459838867,7.464398384094238
20,13.245080947875977,16.581361770629883,6.061142921447754,7.999862194061279,9.456981658935547,7.605518341064453
21,13.271894454956055,16.592565536499023,6.148945331573486,7.856704235076904,9.598504066467285,7.518002510070801
22,13.232152938842773,16.628347396850586,6.092579364776611,7.236490726470947,9.522279739379883,7.1497979164123535
23,13.233418464660645,16.583065032958984,6.060797214508057,7.381111145019531,9.457296371459961,7.2311553955078125
24,13.232340812683105,16.564363479614258,6.059275150299072,8.447746276855469,9.452256202697754,7.902761459350586
25,13.219268798828125,16.600475311279297,6.0972466468811035,8.70000171661377,9.529779434204102,8.076301574707031
26,13.251383781433105,16.59638786315918,6.065783500671387,7.991560935974121,9.472820281982422,7.600771903991699
27,13.296075820922852,16.62250328063965,6.1895904541015625,8.290915489196777,9.647817611694336,7.797767639160156
28,13.222599983215332,16.574316024780273,6.130903244018555,7.973319053649902,9.581573486328125,7.5868048667907715
29,13.236047744750977,16.689212799072266,6.056869029998779,6.947415351867676,9.443685531616211,6.99443244934082
30,13.295455932617188,16.652494430541992,6.09345006942749,8.189562797546387,9.528458595275879,7.729811191558838
31,13.270796775817871,16.611753463745117,6.059236526489258,8.485742568969727,9.421271324157715,7.929980754852295
32,13.230461120605469,16.63117027282715,6.0709147453308105,7.2251763343811035,9.484939575195312,7.145168781280518
33,13.24527645111084,16.60150909423828,6.079861164093018,7.238864421844482,9.503314971923828,7.15064811706543
34,13.212121963500977,16.580251693725586,6.112692832946777,8.337528228759766,9.554944038391113,7.829949378967285
35,13.288448333740234,16.600263595581055,6.1584014892578125,8.601465225219727,9.61134147644043,8.007651329040527
36,13.2194242477417,16.588346481323242,6.098810195922852,8.403310775756836,9.533547401428223,7.872585773468018
37,13.208022117614746,16.55141830444336,6.067808151245117,7.795510292053223,9.477644920349121,7.480829238891602
38,13.227352142333984,16.58032989501953,6.067737579345703,7.735477447509766,9.481369018554688,7.441256999969482
39,13.230877876281738,16.572898864746094,6.059963226318359,7.6643476486206055,9.459555625915527,7.396890640258789
40,13.216598510742188,16.608844757080078,6.067108154296875,7.51845645904541,9.482044219970703,7.312972545623779
41,13.229227066040039,16.647216796875,6.076909065246582,7.08070707321167,9.503580093383789,7.063802242279053
42,13.225686073303223,16.544015884399414,6.0669965744018555,7.770236015319824,9.486698150634766,7.462041854858398
43,13.222490310668945,16.61962890625,6.074765682220459,8.631101608276367,9.503167152404785,8.0303373336792
44,13.222037315368652,16.60457992553711,6.096837520599365,8.331918716430664,9.53243637084961,7.82258939743042
45,13.2371244430542,16.606056213378906,6.114898204803467,7.381729602813721,9.533464431762695,7.238134860992432
46,13.22799301147461,16.580520629882812,6.069779872894287,7.778489112854004,9.485841751098633,7.468893051147461
47,13.229811668395996,16.63955307006836,6.061268329620361,7.2966718673706055,9.467682838439941,7.185344696044922
48,13.22413444519043,16.643083572387695,6.084269046783447,8.3510160446167,9.525121688842773,7.843581199645996
