epoch,node_train_loss,net_train_loss,node_val_loss,net_val_loss,node_test_loss,net_test_loss
0,1.005555647611618,1.0107286393642425,0.9999628067016602,0.9967330694198608,1.0015767812728882,0.9961597323417664
1,1.001741749048233,0.995249229669571,1.0014865398406982,0.9942561984062195,1.0010662078857422,0.992719829082489
2,1.0000517427921296,0.9936677992343903,1.0022984743118286,0.9938395619392395,1.0024768114089966,0.992824375629425
3,0.9995697975158692,0.992015951871872,1.0018528699874878,0.9933567643165588,1.0032414197921753,0.9935430288314819
4,0.9995179235935211,0.991692966222763,1.0049716234207153,0.99486243724823,1.0028001070022583,0.9914236664772034
5,0.9994403719902039,0.9915131747722625,1.0033988952636719,0.9955138564109802,1.0043740272521973,0.9900850653648376
6,0.9991649806499481,0.9912141859531403,1.0044267177581787,0.9943828582763672,1.0021463632583618,0.9905536770820618
7,0.9993777394294738,0.9920741319656372,1.0051565170288086,0.9939346313476562,1.0042487382888794,0.9930253624916077
8,0.9999145090579986,0.9915604770183564,1.0058443546295166,0.9961295127868652,1.0021262168884277,0.9925378561019897
9,1.0001323819160461,0.9923314690589905,1.0030946731567383,0.9966685771942139,1.006138563156128,0.9901636838912964
10,0.9997494459152222,0.9927697300910949,1.0044647455215454,0.9952408671379089,1.0010727643966675,0.989478349685669
11,0.9996567308902741,0.9913070619106292,1.0036944150924683,0.9934911131858826,1.0012754201889038,0.9865059852600098
12,0.9997176766395569,0.9917637586593628,1.005896806716919,0.9939956665039062,1.0018572807312012,0.9912979602813721
13,1.0001030206680297,0.990486228466034,1.0064923763275146,0.993244469165802,1.0016324520111084,0.9928079843521118
14,0.9995024621486663,0.9915301561355591,1.0052608251571655,0.9947327375411987,1.00435209274292,0.9887915253639221
15,0.99980029463768,0.9902008235454559,1.0047211647033691,0.9935394525527954,1.0038560628890991,0.9951283931732178
16,0.9996278584003448,0.991004878282547,1.004956841468811,0.9938772916793823,1.002371072769165,0.9963687062263489
17,0.9992346644401551,0.9898366928100586,1.0065439939498901,0.9945085048675537,1.003373146057129,0.9938732981681824
18,0.9993980765342713,0.9904528379440307,1.0033820867538452,0.9951052069664001,1.0040245056152344,0.9970635175704956
19,0.9987644791603089,0.989684420824051,1.0057225227355957,0.9958034157752991,1.0022755861282349,0.9972493052482605
20,0.9989891052246094,0.9912207424640656,1.0067633390426636,0.9945656657218933,1.002680778503418,0.9906686544418335
21,0.9990356504917145,0.9892595291137696,1.0055936574935913,0.9938667416572571,1.0037587881088257,0.9915998578071594
22,0.9986558139324189,0.988547933101654,1.0080463886260986,0.9952134490013123,1.0032800436019897,0.9894417524337769
23,0.9986548900604248,0.98799067735672,1.0063310861587524,0.997783362865448,1.0021921396255493,0.9848988652229309
24,0.9980785369873046,0.9906441390514373,1.0087175369262695,0.9994785785675049,1.0036998987197876,0.9841878414154053
25,0.998353511095047,0.9925915181636811,1.007920265197754,0.9965503811836243,1.0023950338363647,0.9890406131744385
26,0.9993111610412597,0.9920049369335174,1.0071402788162231,0.9940524697303772,1.0042227506637573,0.9892075657844543
27,0.9987408995628357,0.9906610667705535,1.0089738368988037,0.9939805269241333,1.0030326843261719,0.9909255504608154
28,0.9988296449184417,0.989577728509903,1.0085567235946655,0.9948893785476685,1.0015565156936646,0.9881935715675354
29,0.9981768786907196,0.9888045310974121,1.0102201700210571,0.9972338080406189,1.0057674646377563,0.9879251718521118
30,0.9990523159503937,0.9880617022514343,1.0119526386260986,1.000040054321289,1.0039374828338623,0.9981473684310913
31,0.9985791862010955,0.9894926846027374,1.0091590881347656,0.9984891414642334,1.001950740814209,0.9851158261299133
